time_stamp,left_fsr_reading_mv,right_fsr_reading_mv,hip_distance,left_vibration_trigger,right_vibration_trigger,hip_vibration_trigger,Name,Activity
944011959,3415.0,2653.0,6.0,0,0,0,Nick_Stankus,Walking
944011959,3308.0,2594.0,7.0,0,0,0,Nick_Stankus,Walking
944011960,3204.0,2572.0,9.0,0,0,0,Nick_Stankus,Walking
944011960,3366.0,2598.0,10.0,0,0,0,Nick_Stankus,Walking
944011960,3417.0,2318.0,10.0,0,0,0,Nick_Stankus,Walking
944011960,3372.0,2557.0,10.0,0,0,0,Nick_Stankus,Walking
944011961,3392.0,2880.0,9.0,0,0,0,Nick_Stankus,Walking
944011961,3449.0,3060.0,8.0,0,0,0,Nick_Stankus,Walking
944011961,3492.0,3097.0,8.0,0,0,0,Nick_Stankus,Walking
944011961,3546.0,3082.0,9.0,0,0,0,Nick_Stankus,Walking
944011962,3591.0,3123.0,11.0,0,0,0,Nick_Stankus,Walking
